CRASH_DATE	SEVERITY	CRASH_TYPE	CYCLISTS	CYCLIST_CASUALTIES	REPORTED_LOCATION	LATITUDE	LONGITUDE
22-Feb-17	Injury	Right angle collision	1	1	GEORGE TYSON/TERMINAL INTERSECTION	-35.308083	149.188811
5-Apr-15	Injury	Other - Vehicle to Vehicle	1	1	GILES STREET (PRINTERS -> EASTLAKE)	-35.313029	149.146025
17-Jan-17	Injury	Same direction side swipe	1	1	GILES/WENTWORTH INTERSECTION	-35.313798	149.144049
19-Mar-15	Injury	Collision with parked vehicle	1	1	GINNINDERRA DRIVE (BRAYBROOKE -> BALDWIN/HAYDON)	-35.239277	149.103046
25-Nov-13	Injury	Same direction side swipe	1	1	GINNINDERRA DRIVE (COULTER -> COPLAND/JOHN CLELAND)	-35.221098	149.061037
14-Feb-16	Injury	Struck object  (On Road)	1	1	GINNINDERRA DRIVE (GINNEGUNGNRM/GUNGNGINNWRM -> AGAR)	-35.242787	149.109223
12-Sep-13	Property Damage Only	Collision with parked vehicle	1	0	GINNINDERRA DRIVE (WILLIAM WEBB -> COULTER)	-35.221864	149.063604
8-Jun-15	Injury	Right turn into oncoming vehicle	1	1	GINNINDERRA/TILLYARD INTERSECTION	-35.207236	149.034278
8-Jul-14	Injury	Right angle collision	1	1	GINNINDERRA/WILLIAM SLIM INTERSECTION	-35.225882	149.074335
16-Dec-13	Injury	Other - Vehicle to Vehicle	1	1	GINNINDERRA/WILLIAM SLIM INTERSECTION	-35.225719	149.074225
21-Jul-16	Injury	Right angle collision	1	1	GINNINDERRA/WILLIAM SLIM INTERSECTION	-35.226051	149.074448
5-Jul-13	Property Damage Only	Other - Vehicle to Vehicle	1	0	GIRRAHWEEN/GRIMES/LIMESTONE INTERSECTION	-35.269599	149.139525
10-Oct-13	Property Damage Only	Same direction side swipe	1	0	GIRRAHWEEN/GRIMES/LIMESTONE INTERSECTION	-35.26934	149.140178
18-Aug-14	Property Damage Only	Other - Vehicle to Vehicle	1	0	GIRRAHWEEN/MASSON/NORTHBOURNE INTERSECTION	-35.270338	149.130651
16-Apr-12	Property Damage Only	Right angle collision	1	0	GIRRAHWEEN/MASSON/NORTHBOURNE INTERSECTION	-35.270316	149.130454
17-Nov-16	Property Damage Only	Same direction side swipe	1	0	GIRRAHWEEN/MASSON/NORTHBOURNE INTERSECTION	-35.270338	149.130651
21-Aug-14	Injury	Same direction side swipe	1	1	GLENLOCH 24/GLENLOCH 25/GLENLOCH 27 INTERSECTION	-35.284453	149.085167
19-Jun-13	Property Damage Only	Right angle collision	1	0	GOLDEN/HICKS INTERSECTION	-35.332547	149.127806
8-Feb-16	Property Damage Only	Other - Vehicle to Vehicle	1	0	GOODWIN STREET (MURDOCH -> FOX)	-35.253845	149.130414
1-Jun-16	Injury	Other - Vehicle to Vehicle	1	1	GOODWIN STREET (MURDOCH -> FOX)	-35.253827	149.130427
31-Oct-16	Property Damage Only	Right angle collision	1	0	GOODWIN/SCRIVENER/WATTLE INTERSECTION	-35.25651	149.128203
13-Oct-16	Property Damage Only	Rear end collision	1	0	GOODWIN/SCRIVENER/WATTLE INTERSECTION	-35.256522	149.128183
19-May-15	Property Damage Only	Right angle collision	1	0	GORDON/MARCUS CLARKE INTERSECTION	-35.282626	149.124018
2-Apr-14	Injury	Right angle collision	1	1	GORDON/MARCUS CLARKE INTERSECTION	-35.282607	149.124069
20-Jun-14	Property Damage Only	Right angle collision	1	0	GORDON/MARCUS CLARKE INTERSECTION	-35.282661	149.12393
5-Nov-13	Property Damage Only	Right angle collision	1	0	GORDON/MARCUS CLARKE INTERSECTION	-35.282655	149.123946
4-Jun-15	Property Damage Only	Right angle collision	1	0	GORDON/MARCUS CLARKE INTERSECTION	-35.2827	149.124061
25-Feb-16	Injury	Right angle collision	1	1	GORDON/MARCUS CLARKE INTERSECTION	-35.28265	149.123957
25-Mar-16	Property Damage Only	Right angle collision	1	0	GORDON/MARCUS CLARKE INTERSECTION	-35.282689	149.123857
26-May-16	Property Damage Only	Right angle collision	1	0	GORDON/MARCUS CLARKE INTERSECTION	-35.28265	149.123959
1-Feb-13	Property Damage Only	Right angle collision	1	0	GOSSE/WENTWORTH INTERSECTION	-35.312414	149.143138
18-Apr-14	Injury	Right angle collision	1	1	GOULD/MOORE INTERSECTION	-35.272909	149.128816
21-Aug-13	Injury	Overturned (On Road)	1	1	GOWRIE DRIVE (RED -> GOWRIE)	-35.328214	149.10191
14-May-14	Injury	Right angle collision	1	1	GOYDER/JERRABOMBERRA INTERSECTION	-35.337512	149.149669
30-Sep-14	Injury	Right angle collision	1	1	GOYDER/JERRABOMBERRA INTERSECTION	-35.337657	149.149417
21-Oct-14	Property Damage Only	Right angle collision	1	0	GOYDER/JERRABOMBERRA INTERSECTION	-35.337449	149.149557
26-May-15	Property Damage Only	Right angle collision	1	0	GOYDER/JERRABOMBERRA INTERSECTION	-35.337509	149.149673
16-Apr-16	Injury	Same direction side swipe	1	1	GUNGAHLIN (S)/BELCONNEN (W)/GUNGAHLIN (S)/BELCONNEN (W)	-35.261971	149.08698
5-Mar-16	Injury	Collision with parked vehicle	1	1	GUNGAHLIN DRIVE (WELL STATION -> OODGEROO)	-35.2041	149.132636
20-May-16	Property Damage Only	Right angle collision	1	0	GUNGAHLIN/KELLEWAY/WANGANEEN INTERSECTION	-35.178092	149.106853
27-May-14	Property Damage Only	Other - Vehicle to Vehicle	1	0	GUNGAHLIN/KOSCIUSZKO INTERSECTION	-35.193365	149.127687
3-Mar-16	Property Damage Only	Other - Vehicle to Vehicle	1	0	GUNGAHLIN/KOSCIUSZKO INTERSECTION	-35.193327	149.127742
16-Mar-15	Injury	Other - Vehicle to Vehicle	1	1	GUNGAHLIN/KOSCIUSZKO/THE VALLEY INTERSECTION	-35.188389	149.122187
17-Sep-14	Property Damage Only	Other - Vehicle to Vehicle	1	0	GUNGAHLIN/KOSCIUSZKO/THE VALLEY INTERSECTION	-35.188468	149.122283
20-Feb-16	Property Damage Only	Other - Vehicle to Vehicle	1	0	HAMBIDGE/TRUGANINI INTERSECTION	-35.418775	149.120388
23-Jul-12	Injury	Right angle collision	1	1	HANNAFORD/PAGE/PETTERD INTERSECTION	-35.240201	149.052104
12-Apr-17	Injury	Same direction side swipe	1	1	HAYDON DRIVE (PURDIE -> MARY POTTER)	-35.248987	149.09028
15-May-12	Property Damage Only	Right turn into oncoming vehicle	1	0	HAYDON/JAEGER INTERSECTION	-35.251535	149.088008
21-Mar-12	Property Damage Only	Right angle collision	1	0	HAYDON/UNIVERSITY INTERSECTION	-35.238524	149.090424
5-Aug-15	Property Damage Only	Right angle collision	1	0	HAYES/MONARO/VANCOUVER INTERSECTION	-35.326659	149.127197
13-Nov-14	Property Damage Only	Right angle collision	1	0	HEARD/MAWSON (SW) INTERSECTION	-35.366677	149.095446
5-Jun-15	Property Damage Only	Collision with parked vehicle	1	0	HENTY STREET (IPIMA/LOWANNA -> IJONG)	-35.266892	149.13251
3-Apr-14	Property Damage Only	Right angle collision	1	0	HENTY/IPIMA/LOWANNA INTERSECTION	-35.266391	149.13259
28-Jul-16	Property Damage Only	Right angle collision	1	0	HENTY/IPIMA/LOWANNA INTERSECTION	-35.266374	149.132593
24-Nov-16	Injury	Right angle collision	1	1	HENTY/IPIMA/LOWANNA INTERSECTION	-35.266347	149.132598
1-Feb-17	Property Damage Only	Right turn into oncoming vehicle	1	0	HENTY/IPIMA/LOWANNA INTERSECTION	-35.266393	149.1326
15-Oct-15	Property Damage Only	Right angle collision	1	0	HERRON/MULVANY INTERSECTION	-35.207525	149.027913
20-May-16	Injury	Right angle collision	1	1	HEYSEN/STREETON INTERSECTION	-35.330323	149.053957
10-Jun-12	Property Damage Only	Right angle collision	1	0	HIBBERSON STREET (GOZZARD -> GUNGAHLIN)	-35.185382	149.133944
22-Jul-14	Property Damage Only	Other - Vehicle to Vehicle	1	0	HIBBERSON STREET (GOZZARD -> GUNGAHLIN)	-35.185461	149.134416
14-Dec-14	Property Damage Only	Other - Vehicle to Vehicle	1	0	HINDETUGGNRM/HINDMARSH/TUGGNHINDWRM INTERSECTION	-35.348397	149.068798
20-Jun-13	Property Damage Only	Rear end collision	1	0	HINDMARSH DRIVE (MELROSE -> EGGLESTON)	-35.348265	149.081438
23-Dec-15	Property Damage Only	Same direction side swipe	1	0	HINDMARSH DRIVE (MELROSE -> EGGLESTON)	-35.34866	149.08333
30-Jun-14	Property Damage Only	Other - Vehicle to Vehicle	1	0	HINDMARSH/HINDWTUGGSRM/TUGGSHINDERM INTERSECTION	-35.348326	149.070692
26-Nov-14	Property Damage Only	Other - Vehicle to Vehicle	1	0	HINDMARSH/HINDWTUGGSRM/TUGGSHINDERM INTERSECTION	-35.348156	149.070623
10-Apr-14	Property Damage Only	Right angle collision	1	0	HINDMARSH/JERRABOMBERRA INTERSECTION	-35.342965	149.154505
21-Mar-14	Injury	Struck object  (On Road)	1	1	HINDMARSH/LAUNCESTON INTERSECTION	-35.347703	149.074385
20-Jul-12	Property Damage Only	Other - Vehicle to Vehicle	1	0	HINDMARSH/MELROSE INTERSECTION	-35.348857	149.084187
10-May-16	Injury	Other - Vehicle to Vehicle	1	1	HINDMARSH/MELROSE INTERSECTION	-35.348608	149.084099
26-Jun-16	Injury	Right angle collision	1	1	HINDMARSH/MELROSE INTERSECTION	-35.348701	149.084132
3-May-13	Property Damage Only	Rear end collision	1	0	HINDMARSH/NAMATJIRA INTERSECTION	-35.345401	149.057381
4-Nov-16	Injury	Same direction side swipe	1	1	HINDMARSH/TAMAR INTERSECTION	-35.34693	149.127367
4-Feb-13	Property Damage Only	Right turn into oncoming vehicle	1	0	HINDMARSH/WILLIAMSON INTERSECTION	-35.341578	149.047085
4-Mar-14	Injury	Rear end collision	1	1	HINDMARSH/YAMBA INTERSECTION	-35.350906	149.100381
25-Nov-15	Property Damage Only	Other - Vehicle to Vehicle	1	0	HIRSCHFELD CRESCENT (GIBSON -> BENNIE)	-35.213192	149.011574
16-Jul-14	Property Damage Only	Right angle collision	1	0	HOBART/MARCUS CLARKE INTERSECTION	-35.278597	149.126249
17-Mar-15	Property Damage Only	Same direction side swipe	1	0	HOBART/MARCUS CLARKE INTERSECTION	-35.278729	149.12618
26-Jun-15	Property Damage Only	Other - Vehicle to Vehicle	1	0	HODGSON CRESCENT (MARR -> COLLINGS)	-35.357871	149.087087
11-Sep-15	Property Damage Only	Same direction side swipe	1	0	HODGSON CRESCENT (MARR -> COLLINGS)	-35.357892	149.086997
7-Feb-14	Injury	Same direction side swipe	1	1	HODGSON/MELROSE INTERSECTION	-35.357247	149.088041
12-Aug-13	Injury	Right angle collision	1	1	HODGSON/MELROSE INTERSECTION	-35.357138	149.088092
11-Nov-14	Property Damage Only	Other - Vehicle to Vehicle	1	0	HOOKER STREET (MUELLER -> NOVAR)	-35.305732	149.098885
1-Feb-17	Injury	Other -  Single Vehicle (On Road)	1	1	HOPETOUN CIRCUIT (GROSE -> GAWLER)	-35.314132	149.108042
24-Jul-12	Property Damage Only	Other -  Single Vehicle (On Road)	1	0	HOPETOUN/MACGREGOR INTERSECTION	-35.31531	149.108757
24-Feb-17	Property Damage Only	Same direction side swipe	1	0	HORSE PARK DR (HORSEFEDENRM -> WELL STATION )	-35.212499	149.17766
10-Nov-15	Injury	Overturned (On Road)	1	1	HORSE PARK DRIVE ( WHITROD -> ARRABRI/YEND )	-35.160814	149.102342
5-Feb-17	Property Damage Only	Other - Vehicle to Vehicle	1	0	HORSE PARK/ARRABRI/YEEND INTERSECTION	-35.166593	149.100871
16-Oct-13	Property Damage Only	Other - Vehicle to Vehicle	1	0	HORSE PARK/GUNDAROO/DAVID WALSH INTERSECTION	-35.179905	149.142866
31-Jul-13	Injury	Same direction side swipe	1	1	HORSE PARK/KATHERINE INTERSECTION	-35.169595	149.138858
6-Jan-17	Injury	Right angle collision	1	1	HORSE PARK/MIRRABEI/SUTHERLAND INTERSECTION	-35.152756	149.114711
22-Nov-14	Property Damage Only	Other - Vehicle to Vehicle	1	0	HORSEPARK/WHITROD/BURRUMARRA INTERSECTION	-35.159789	149.102612
20-Jun-13	Property Damage Only	Other - Vehicle to Vehicle	1	0	HOSKINS STREET (SANDFORD -> LYSAGHT)	-35.216391	149.137281
28-Oct-13	Injury	Right angle collision	1	1	HOVEA/MACARTHUR INTERSECTION	-35.259611	149.123757
28-Mar-13	Injury	Right angle collision	1	1	HOVEA/MACARTHUR INTERSECTION	-35.259599	149.123652
11-Sep-14	Property Damage Only	Right angle collision	1	0	HUDDART/LYSAGHT INTERSECTION	-35.215324	149.139905
11-May-12	Injury	Collision with parked vehicle	1	1	HUTTON STREET (CHILDERS -> KINGSLEY)	-35.277101	149.124952
15-Oct-15	Property Damage Only	Other - Vehicle to Vehicle	1	0	HUTTON/KINGSLEY INTERSECTION	-35.276534	149.124017
17-Nov-15	Property Damage Only	Right angle collision	1	0	IJONG/IPIMA INTERSECTION	-35.266563	149.133779
1-Aug-13	Property Damage Only	Other - Vehicle to Vehicle	1	0	IPIMA/TORRENS INTERSECTION	-35.266493	149.135226
6-Nov-12	Injury	Right turn into oncoming vehicle	1	1	IPIMA/WISE INTERSECTION	-35.266245	149.136452
10-Jun-16	Property Damage Only	Other - Vehicle to Vehicle	1	0	IPSWICH/NEWCASTLE/CESSNOCK INTERSECTION	-35.32341	149.169303
8-Jun-15	Property Damage Only	Rear end collision	1	0	IRON KNOB STREET (BEACONSFIELD -> GERALDTON)	-35.336284	149.179631
11-Dec-14	Property Damage Only	Overturned (On Road)	1	0	IRVING/SPOERING INTERSECTION	-35.338482	149.086037
18-Jul-12	Injury	Right angle collision	1	1	ISABELLA DRIVE (ASHLEY -> COCKCROFT)	-35.421086	149.102046
11-Feb-13	Injury	Other - Vehicle to Vehicle	1	1	JARDINE STREET (TELOPEA -> GILES)	-35.313989	149.140992
11-Apr-12	Property Damage Only	Right angle collision	1	0	JEANNE YOUNG/WILLIAM WEBB INTERSECTION	-35.212454	149.080906
28-Feb-13	Property Damage Only	Other - Vehicle to Vehicle	1	0	KATHERINE AVENUE (PIONEER  -> MORNINGTON)	-35.165005	149.130552
2-Nov-12	Property Damage Only	Other - Vehicle to Vehicle	1	0	KATHERINE/MARRETT INTERSECTION	-35.169535	149.130021
1-Nov-12	Injury	Rear end collision	1	1	KATOOMBA/TANAMI INTERSECTION	-35.197308	149.156383
29-Jan-15	Fatal	Overturned (On Road)	1	1	KENT STREET (STRICKLAND -> MACARTNEY)	-35.318027	149.098266
7-Aug-15	Property Damage Only	Right angle collision	1	0	KENT/STRICKLAND INTERSECTION	-35.318414	149.098151
17-Sep-15	Injury	Other - Vehicle to Vehicle	1	1	KEVERSTONE CIRCUIT (JIGGI -> KEVERSTONE)	-35.435278	149.09108
31-Mar-15	Property Damage Only	Rear end collision	1	0	KING GEORGE/LANGTON INTERSECTION	-35.300201	149.127349
9-Jun-16	Property Damage Only	Other - Vehicle to Vehicle	1	0	KING GEORGE/PARKES (SW) INTERSECTION	-35.302994	149.132426
15-Jun-16	Property Damage Only	Right angle collision	1	0	KING GEORGE/WALPOLE INTERSECTION	-35.303565	149.133382
15-Dec-13	Injury	Same direction side swipe	2	1	KINGNKINGWTL/KINGS INTERSECTION	-35.303516	149.136422
18-Oct-13	Property Damage Only	Other - Vehicle to Vehicle	1	0	KINGS/BOWEN INTERSECTION	-35.302817	149.13782
31-Mar-17	Property Damage Only	Same direction side swipe	1	0	KINGS/STATE INTERSECTION	-35.306192	149.129021
26-Feb-16	Property Damage Only	Other - Vehicle to Vehicle	1	0	KINGSCOTE CRESCENT (BOTTRILL -> COOMBE)	-35.428751	149.077086
19-Mar-13	Property Damage Only	Right angle collision	1	0	KINGSFORD SMITH/KREFFT INTERSECTION	-35.22037	149.040911
9-Apr-16	Injury	Right angle collision	1	1	KINGSFORD SMITH/PATTINSON INTERSECTION	-35.206677	149.048573
27-Aug-12	Property Damage Only	Right angle collision	1	0	KINGSFORD SMITH/SOUTHERN CROSS INTERSECTION	-35.227727	149.03476
25-May-12	Injury	Right turn into oncoming vehicle	1	1	KINGSLEY STREET (HUTTON -> KINGSLEY)	-35.276759	149.123817
6-May-14	Property Damage Only	Right angle collision	1	0	KINGSLEY/KINGSLEY/RIMMER INTERSECTION	-35.275845	149.124629
13-Oct-14	Property Damage Only	Collision with parked vehicle	1	0	KNOWLES/LONDON INTERSECTION	-35.279936	149.126797
20-Oct-12	Injury	Other - Vehicle to Vehicle	1	1	KOSCIUSZKO AVENUE (TIPTREE -> TINDERRY)	-35.197477	149.117953
12-Oct-13	Property Damage Only	Same direction side swipe	1	0	KURINGA DRIVE (OWEN DIXON -> KINGSFORD SMITH)	-35.19222	149.064665
11-Nov-15	Injury	Other - Vehicle to Vehicle	1	1	LA PEROUSE STREET (DALRYMPLE -> FORTITUDE)	-35.339563	149.134736
4-Jun-13	Property Damage Only	Right angle collision	1	0	LA PEROUSE/MUGGA INTERSECTION	-35.337065	149.122239
21-Jan-15	Property Damage Only	Other - Vehicle to Vehicle	1	0	LACHLAN STREET (ARNDELL -> BENNELONG)	-35.247645	149.058775
24-Sep-13	Property Damage Only	Other - Vehicle to Vehicle	1	0	LADY DENMAN DRIVE (BARRENJOEY -> COTTER)	-35.298967	149.070897
29-Aug-16	Property Damage Only	Right angle collision	1	0	LADY DENMAN/PARKWLADYSRM INTERSECTION	-35.283628	149.107405
14-Jun-14	Injury	Right turn into oncoming vehicle	1	1	LAMBERT/WATTLE INTERSECTION	-35.247679	149.119859
26-Mar-15	Property Damage Only	Other - Vehicle to Vehicle	1	0	LANGDON AVENUE (LONGMORE -> BRUNTON)	-35.39776	149.097378
3-Dec-13	Property Damage Only	Rear end collision	1	0	LATHLAIN STREET (WEEDON -> WALES)	-35.240449	149.063751
6-Apr-17	Injury	Same direction side swipe	1	1	LATHLAIN STREET (WEEDON -> WALES)	-35.240585	149.063792
9-May-17	Property Damage Only	Right angle collision	1	0	LATHLAIN/LUXTON INTERSECTION	-35.235644	149.061921
23-Oct-12	Property Damage Only	Same direction side swipe	1	0	LAUNCESTON STREET (DENNES -> BURNIE)	-35.346705	149.0741
27-Mar-12	Property Damage Only	Rear end collision	1	0	LAUNCESTON/MELROSE INTERSECTION	-35.339936	149.082379
11-Jan-12	Injury	Other - Vehicle to Vehicle	1	1	LAUNCESTON/YAMBA INTERSECTION	-35.339005	149.091474
29-Nov-12	Injury	Other - Vehicle to Vehicle	1	1	LAUNCESTON/YAMBA INTERSECTION	-35.3389	149.091323
15-Jul-16	Property Damage Only	Other - Vehicle to Vehicle	1	0	LAUNCESTON/YAMBA INTERSECTION	-35.3389	149.091323
26-Sep-16	Injury	Right angle collision	1	1	LAURENS/MCBRYDE INTERSECTION	-35.406513	149.084806
7-Feb-13	Property Damage Only	Same direction side swipe	1	0	LAWSNPARKWRM/PARKEEDINNRM/PARKES INTERSECTION	-35.286704	149.118329
6-Oct-16	Injury	Other - Vehicle to Vehicle	1	1	LEICHHARDT STREET (DAWES -> EYRE)	-35.318615	149.141909
16-Jan-15	Property Damage Only	Same direction side swipe	1	0	LEICHHARDT/MILDURA/WENTWORTH INTERSECTION	-35.320657	149.147912
24-Dec-13	Property Damage Only	Right angle collision	1	0	LEICHHARDT/MILDURA/WENTWORTH INTERSECTION	-35.320624	149.148002
20-Jul-13	Property Damage Only	Right angle collision	1	0	LEWIS LUXTON/WOODCOCK (NW) INTERSECTION	-35.450748	149.08408
5-Oct-12	Property Damage Only	Rear end collision	1	0	LEXCEN/NORTHAM INTERSECTION	-35.183724	149.108499
6-Jan-12	Property Damage Only	Right angle collision	1	0	LHOTSKY/TOWNSON INTERSECTION	-35.196495	149.034772
17-Feb-15	Property Damage Only	Other - Vehicle to Vehicle	1	0	LIMESTONE AVENUE (ELDER -> FARRER)	-35.271294	149.140983
5-Feb-15	Property Damage Only	Other - Vehicle to Vehicle	1	0	LIMESTONE AVENUE (HENTY -> HARGRAVES)	-35.26721	149.138619
22-Oct-14	Injury	Other - Vehicle to Vehicle	1	1	LISTER CRESCENT (DRAKE -> CORROBOREE)	-35.269879	149.143279
23-Jun-16	Property Damage Only	Right angle collision	1	0	LOCKYER/STUART INTERSECTION	-35.324095	149.138093
3-Apr-12	Property Damage Only	Same direction side swipe	1	0	LONDON CIRCUIT (EDINBURGH -> COMMNLONDWRM)	-35.283596	149.126226
24-Jan-13	Injury	Same direction side swipe	1	1	LONDON CIRCUIT (EDINBURGH -> COMMNLONDWRM)	-35.283686	149.126278
2-May-13	Injury	Right turn into oncoming vehicle	1	1	LONDON CIRCUIT (EDINBURGH -> COMMNLONDWRM)	-35.283619	149.126239
6-Apr-16	Injury	Same direction side swipe	1	1	LONDON CIRCUIT (EDINBURGH -> COMMNLONDWRM)	-35.283816	149.126354
17-Dec-14	Injury	Other - Vehicle to Vehicle	1	1	LONDON CIRCUIT (KNOWLES -> UNIVERSITY)	-35.28017	149.126589
3-May-16	Property Damage Only	Same direction side swipe	1	0	LONDON CIRCUIT (LONDWCOMMSRM -> CONSTITUTION)	-35.28373	149.130886
14-Mar-14	Injury	Right angle collision	1	1	LONDON/NORTHBOURNE INTERSECTION	-35.279505	149.12907
30-Nov-13	Injury	Other - Vehicle to Vehicle	1	1	LONDON/NORTHBOURNE INTERSECTION	-35.279596	149.129155
13-Mar-15	Property Damage Only	Right angle collision	1	0	LONDON/WEST INTERSECTION	-35.279354	149.127692
18-Aug-15	Property Damage Only	Right angle collision	1	0	LONDON/WEST INTERSECTION	-35.27945	149.127811
21-Nov-14	Injury	Right turn into oncoming vehicle	1	1	LONSDALE STREET (GIRRAHWEEN -> ELOUERA)	-35.27165	149.133042
29-May-13	Injury	Collision with parked vehicle	1	1	LONSDALE STREET (GIRRAHWEEN -> ELOUERA)	-35.271537	149.13306
16-Sep-16	Property Damage Only	Other - Vehicle to Vehicle	1	0	LONSDALE STREET (GIRRAHWEEN -> ELOUERA)	-35.272028	149.132981
1-Apr-16	Injury	Other - Vehicle to Vehicle	1	1	LOWANNA STREET (DOORING -> COOLAC)	-35.261831	149.133338
27-Jul-14	Property Damage Only	Same direction side swipe	1	0	LYTTLETON/REDFERN INTERSECTION	-35.255994	149.065083
5-Nov-13	Property Damage Only	Right angle collision	1	0	MACARTHUR/MACPHERSON INTERSECTION	-35.259406	149.121131
27-Apr-12	Property Damage Only	Other - Vehicle to Vehicle	1	0	MACARTHUR/NORTHBOURNE/WAKEFIELD INTERSECTION	-35.260511	149.132038
19-Feb-13	Property Damage Only	Same direction side swipe	1	0	MACARTHUR/NORTHBOURNE/WAKEFIELD INTERSECTION	-35.260441	149.132149
5-Jul-13	Property Damage Only	Same direction side swipe	1	0	MACARTHUR/NORTHBOURNE/WAKEFIELD INTERSECTION	-35.260603	149.132123
11-Dec-13	Property Damage Only	Other - Vehicle to Vehicle	1	0	MACARTHUR/NORTHBOURNE/WAKEFIELD INTERSECTION	-35.260533	149.132234
10-Sep-13	Injury	Right turn into oncoming vehicle	1	1	MACARTHUR/NORTHBOURNE/WAKEFIELD INTERSECTION	-35.260511	149.132038
28-May-13	Property Damage Only	Other - Vehicle to Vehicle	1	0	MACARTHUR/NORTHBOURNE/WAKEFIELD INTERSECTION	-35.260533	149.132234
11-Nov-12	Injury	Same direction side swipe	1	1	MACARTHUR/NORTHBOURNE/WAKEFIELD INTERSECTION	-35.260441	149.132149
12-Feb-13	Injury	Right angle collision	1	1	MACARTHUR/NORTHBOURNE/WAKEFIELD INTERSECTION	-35.260511	149.132038
6-Feb-12	Property Damage Only	Same direction side swipe	1	0	MACARTHUR/NORTHBOURNE/WAKEFIELD INTERSECTION	-35.260511	149.132038
12-Jul-16	Injury	Same direction side swipe	1	1	MACARTHUR/NORTHBOURNE/WAKEFIELD INTERSECTION	-35.260533	149.132234
25-Oct-16	Injury	Right turn into oncoming vehicle	1	1	MACARTHUR/NORTHBOURNE/WAKEFIELD INTERSECTION	-35.260533	149.132234
22-Mar-17	Property Damage Only	Other - Vehicle to Vehicle	1	0	MACARTHUR/NORTHBOURNE/WAKEFIELD INTERSECTION	-35.260511	149.132038
5-Nov-14	Injury	Right angle collision	1	1	MACKENNAL/MILLER/WATTLE INTERSECTION	-35.249365	149.12101
15-Mar-16	Property Damage Only	Other - Vehicle to Vehicle	1	0	MACPHERSON STREET (BLUEBELL -> SARGOOD)	-35.26421	149.121859
14-May-12	Property Damage Only	Collision with parked vehicle	1	0	MACPHERSON STREET (LILLEY -> TATE)	-35.261735	149.120758
2-Jul-14	Property Damage Only	Right angle collision	1	0	MACPHERSON/MOORHOUSE INTERSECTION	-35.262998	149.12107
12-Jul-12	Injury	Right angle collision	1	1	MADIGAN/PHILLIP INTERSECTION	-35.253315	149.159972
13-Jul-16	Property Damage Only	Rear end collision	1	0	MAITLAND STREET (STEELE -> CALDWELL)	-35.251179	149.158854
3-Dec-14	Injury	Right angle collision	1	1	MAITLAND/MILLS INTERSECTION	-35.246526	149.160829
29-Mar-17	Property Damage Only	Other - Vehicle to Vehicle	1	0	MAJURA AVENUE (COWPER -> LIMESTONE/WAKEFIELD)	-35.25777	149.138717
12-Jun-13	Property Damage Only	Other - Vehicle to Vehicle	1	0	MAJURA AVENUE (OFFICER -> DUTTON)	-35.251249	149.153619
26-Nov-15	Property Damage Only	Right angle collision	1	0	MAJURA AVENUE (OFFICER -> DUTTON)	-35.251134	149.153883
25-May-15	Injury	Other - Vehicle to Vehicle	1	1	MAJURA AVENUE (OFFICER -> DUTTON)	-35.251081	149.154003
20-Feb-14	Property Damage Only	Right turn into oncoming vehicle	1	0	MAJURA/SPITFIRE/MEDDHUNG INTERSECTION	-35.297544	149.187189
4-Sep-12	Property Damage Only	Other - Vehicle to Vehicle	1	0	MANNING CLARK CR/OODGEROO AV/ALICE CRIST ST INTERSECTION	-35.193179	149.146436
5-Dec-13	Property Damage Only	Other - Vehicle to Vehicle	1	0	MAPLETON AV/WIMMERA ST INTERSECTION	-35.194185	149.152799
6-Feb-16	Injury	Other - Vehicle to Vehicle	1	1	MAPLETON AV/WIMMERA ST INTERSECTION	-35.194186	149.152805
16-Mar-17	Injury	Other - Vehicle to Vehicle	1	1	MARCUS CLARKE STREET (EDINBURGH -> GORDON)	-35.28323	149.124368
27-May-16	Property Damage Only	Other - Vehicle to Vehicle	1	0	MARCUS CLARKE STREET (MARCUS CLARKE -> EDINBURGH)	-35.284813	149.125284
31-May-13	Injury	Right angle collision	1	1	MARCUS CLARKE/RUDD INTERSECTION	-35.276812	149.126543
20-Mar-15	Injury	Right angle collision	1	1	MARCUS CLARKE/RUDD INTERSECTION	-35.276795	149.126481
1-Apr-15	Property Damage Only	Other - Vehicle to Vehicle	1	0	MARCUS CLARKE/UNIVERSITY INTERSECTION	-35.279954	149.125123
20-Nov-13	Property Damage Only	Right turn into oncoming vehicle	1	0	MARCUS CLARKE/UNIVERSITY INTERSECTION	-35.279816	149.12523
1-Jun-16	Injury	Other - Vehicle to Vehicle	1	1	MARINER PLACE (ALEXANDRINA -> ALEXANDRINA)	-35.300358	149.1174
24-Sep-16	Property Damage Only	Other - Vehicle to Vehicle	1	0	MARINER PLACE (ALEXANDRINA -> ALEXANDRINA)	-35.300366	149.117407
10-Feb-17	Injury	Other - Vehicle to Vehicle	1	1	MASSON STREET (WATSON -> MCCAUGHEY)	-35.269785	149.125572
27-Sep-12	Injury	Right angle collision	1	1	MASSON/MCCAUGHEY INTERSECTION	-35.269538	149.123292
19-Jan-15	Injury	Right angle collision	1	1	MASSON/MCCAUGHEY INTERSECTION	-35.269558	149.123479
9-Sep-12	Injury	Right angle collision	1	1	MASSON/MCCAUGHEY INTERSECTION	-35.269556	149.123362
23-Oct-12	Injury	Right angle collision	1	1	MASSON/MCCAUGHEY INTERSECTION	-35.269553	149.123436
